;Library;Host;Host_taxid;OTU;NCBI_accession;Habitat;Habitat_labels;Site;Location;Longitude;Latitude;Date;OTU name;Family;NCBI_title;Genome;BLAST_matches
486;PV560;Teucrium chamaedrys;53176;CMV;NC_001440;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Cucumovirus 1;Bromoviridae;Cucumber mosaic virus RNA 3;(+)ssRNA;1553414.0
487;PV570;Crataegus monogyna;140997;CMV;NC_001440;Oak;11 - forest or woodland;Q3_4;Ambite;-3.205903;40.320294;['21/9/15', '27/10/16'];Cucumovirus 1;Bromoviridae;Cucumber mosaic virus RNA 3;(+)ssRNA;1553414.0
488;PV590;Zea mays;4577;CMV_satRNA;NC_002602;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Satellite;Satellite;Cucumber mosaic virus satellite RNA;satRNA;26.0
489;PV313;Centranthus calcitrapae;183940;CNV;NC_001469;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['23/5/16', '10/5/17'];Tombusvirus 3;Tombusviridae;Cucumber necrosis virus;(+)ssRNA;4.0
490;PV156;Hirschfeldia incana;71354;CP1;NC_034246;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Polerovirus 29;Luteoviridae;Cowpea polerovirus 1;(+)ssRNA;94.0
491;PV165;Anchusa undulata;256482;CP1;NC_034246;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 29;Luteoviridae;Cowpea polerovirus 1;(+)ssRNA;94.0
492;PV172;Picris echioides;174463;CP1;NC_034246;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 29;Luteoviridae;Cowpea polerovirus 1;(+)ssRNA;94.0
493;PV193;Galium verum;462873;CP1;NC_034246;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Polerovirus 29;Luteoviridae;Cowpea polerovirus 1;(+)ssRNA;94.0
494;PV498;Rubia peregrina;29801;CP1;NC_034246;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 29;Luteoviridae;Cowpea polerovirus 1;(+)ssRNA;94.0
495;PV538;Brassica oleracea;3712;CP1;NC_034246;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Polerovirus 29;Luteoviridae;Cowpea polerovirus 1;(+)ssRNA;94.0
496;PV156;Hirschfeldia incana;71354;CpCSV;NC_008249;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
497;PV165;Anchusa undulata;256482;CpCSV;NC_008249;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
498;PV170;Lactuca serriola;75943;CpCSV;NC_008249;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
499;PV172;Picris echioides;174463;CpCSV;NC_008249;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
500;PV212;Amaranthus sp;;CpCSV;NC_008249;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
501;PV498;Rubia peregrina;29801;CpCSV;NC_008249;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
502;PV556;Brassica oleracea;3712;CpCSV;NC_008249;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Polerovirus 9;Luteoviridae;Chickpea chlorotic stunt virus;(+)ssRNA;138.0
503;PV161;Convolvulus arvensis;4123;CtRLV;NC_006265;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 10;Luteoviridae;Carrot red leaf virus;(+)ssRNA;12.0
504;PV162;Conyza canadensis;72917;CtRLV;NC_006265;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 10;Luteoviridae;Carrot red leaf virus;(+)ssRNA;12.0
505;PV118;Poaceae;4479;CYDV_RPS;NC_002198;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 11;Luteoviridae;Cereal yellow dwarf virus - RPS;(+)ssRNA;1756.0
506;PV172;Picris echioides;174463;CYDV_RPS;NC_002198;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 11;Luteoviridae;Cereal yellow dwarf virus - RPS;(+)ssRNA;1756.0
507;PV503;Hordeum vulgare;4513;CYDV_RPS;NC_002198;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 11;Luteoviridae;Cereal yellow dwarf virus - RPS;(+)ssRNA;1756.0
508;PV505;Hordeum vulgare;4513;CYDV_RPS;NC_002198;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 11;Luteoviridae;Cereal yellow dwarf virus - RPS;(+)ssRNA;1756.0
509;PV589;Hordeum vulgare;4513;CYDV_RPS;NC_002198;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Polerovirus 11;Luteoviridae;Cereal yellow dwarf virus - RPS;(+)ssRNA;1756.0
510;PV118;Poaceae;4479;CYDV_RPV;NC_004751;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 12;Luteoviridae;Cereal yellow dwarf virus - RPV;(+)ssRNA;1014.0
511;PV163;Lolium perenne;4522;CYDV_RPV;NC_004751;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 12;Luteoviridae;Cereal yellow dwarf virus - RPV;(+)ssRNA;1014.0
512;PV190;Rubia peregrina;29801;CYDV_RPV;NC_004751;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 12;Luteoviridae;Cereal yellow dwarf virus - RPV;(+)ssRNA;1014.0
513;PV503;Hordeum vulgare;4513;CYDV_RPV;NC_004751;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 12;Luteoviridae;Cereal yellow dwarf virus - RPV;(+)ssRNA;1014.0
514;PV505;Hordeum vulgare;4513;CYDV_RPV;NC_004751;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 12;Luteoviridae;Cereal yellow dwarf virus - RPV;(+)ssRNA;1014.0
515;PV589;Hordeum vulgare;4513;CYDV_RPV;NC_004751;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Polerovirus 12;Luteoviridae;Cereal yellow dwarf virus - RPV;(+)ssRNA;1014.0
516;PV313;Centranthus calcitrapae;183940;CymRSV;NC_003532;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['23/5/16', '10/5/17'];Tombusvirus 4;Tombusviridae;Cymbidium ringspot virus;(+)ssRNA;14.0
517;PV441;Leontodon sp;;DuMV;NC_007609;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Tymovirus 1;Tymoviridae;Dulcamara mottle virus;(+)ssRNA;10.0
518;PV159;Carduus bourgeanus;1338475;DYVV;NC_028231;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Nucleorhabdovirus 1;Rhabdoviridae;Datura yellow vein virus;(-)ssRNA;6.0
519;PV313;Centranthus calcitrapae;183940;EMCV;NC_023339;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['23/5/16', '10/5/17'];Tombusvirus 5;Tombusviridae;Eggplant mottled crinkle virus;(+)ssRNA;6.0
520;PV268;Sisymbrium runcinatum;2790294;EMDV;NC_025389;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['1/2/16', '10/11/16'];Nucleorhabdovirus 2;Rhabdoviridae;Eggplant mottled dwarf virus;(-)ssRNA;5376.0
521;PV386;Papaver rhoeas;33128;EMDV;NC_025389;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['31/5/16', '3/5/17'];Nucleorhabdovirus 2;Rhabdoviridae;Eggplant mottled dwarf virus;(-)ssRNA;5376.0
522;PV500;Desconocida 5;;FClCV;NC_009519;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Deltapartitivirus 2;Partitiviridae;Fragaria chiloensis cryptic virus RNA 1;dsRNA;2.0
523;PV076;Verbascum sinuatum;1042526;FMV;;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['19/11/15', '10/11/16'];;;;;
524;PV003bgi;Cucumis melo;3656;FVY;NC_010954;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 5;Potyviridae;Fritillary virus Y;(+)ssRNA;22.0
525;PV015bgi;Cucumis melo;3656;FVY;NC_010954;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 5;Potyviridae;Fritillary virus Y;(+)ssRNA;22.0
526;PV021bgi;Cucumis melo;3656;FVY;NC_010954;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 5;Potyviridae;Fritillary virus Y;(+)ssRNA;22.0
527;PV168;Conyza canadensis;72917;GALV;NC_011535;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Tombusvirus 6;Tombusviridae;Grapevine Algerian latent virus;(+)ssRNA;46.0
528;PV313;Centranthus calcitrapae;183940;GALV;NC_011535;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['23/5/16', '10/5/17'];Tombusvirus 6;Tombusviridae;Grapevine Algerian latent virus;(+)ssRNA;46.0
529;PV001;Amaranthus sp;;GMMV;NC_012136;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
530;PV002;Convolvulus arvensis;4123;GMMV;NC_012136;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
531;PV003;Cucumis melo;3656;GMMV;NC_012136;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
532;PV011;Portulaca oleraceae;;GMMV;NC_012136;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
533;PV061;Cucumis melo;3656;GMMV;NC_012136;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['20/7/16'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
534;PV112;Centranthus calcitrapae;183940;GMMV;NC_012136;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
535;PV115;Bromus sp;;GMMV;NC_012136;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
536;PV120;Leontodon sp;;GMMV;NC_012136;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
537;PV129;Bromus sp;;GMMV;NC_012136;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
538;PV132;Convolvulus arvensis;4123;GMMV;NC_012136;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
539;PV136;Lactuca serriola;75943;GMMV;NC_012136;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
540;PV141;Bromus sp;;GMMV;NC_012136;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
541;PV144;Fumaria parviflora;1464625;GMMV;NC_012136;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
542;PV146;Malva sylvestris;145754;GMMV;NC_012136;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
543;PV148;Scandix pecten veneris;;GMMV;NC_012136;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
544;PV150;Anthriscus caucalis;54826;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
545;PV151;Aristolochia pistolochia;212733;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
546;PV152;Brachypodium phoenicoides;65973;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
547;PV155;Fumaria parviflora;1464625;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
548;PV156;Hirschfeldia incana;71354;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
549;PV158;Rubia peregrina;29801;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
550;PV220;Eruca vesicaria;180536;GMMV;NC_012136;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
551;PV232;Lolium perenne;4522;GMMV;NC_012136;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Cucumovirus 2;Bromoviridae;Gayfeather mild mottle virus RNA 3;(+)ssRNA;10.0
552;PV498;Rubia peregrina;29801;GRAV;NC_038509;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 30;Luteoviridae;Groundnut rosette assistor virus;(+)ssRNA;2.0
553;PV313;Centranthus calcitrapae;183940;HRV;NC_038690;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['23/5/16', '10/5/17'];Tombusvirus 7;Tombusviridae;Havel river virus;(+)ssRNA;4.0
554;PV174;Silybum marianum;92921;HvEV;NC_028949;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Alphaendornavirus 3;Endornaviridae;Hordeum vulgare endornavirus;dsRNA;4002.0
555;PV489;Hordeum vulgare;4513;HvEV;NC_028949;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Alphaendornavirus 3;Endornaviridae;Hordeum vulgare endornavirus;dsRNA;4002.0
556;PV491;Hordeum vulgare;4513;HvEV;NC_028949;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Alphaendornavirus 3;Endornaviridae;Hordeum vulgare endornavirus;dsRNA;4002.0
557;PV495;Anacyclus clavatus;99026;HvEV;NC_028949;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Alphaendornavirus 3;Endornaviridae;Hordeum vulgare endornavirus;dsRNA;4002.0
558;PV505;Hordeum vulgare;4513;HvEV;NC_028949;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Alphaendornavirus 3;Endornaviridae;Hordeum vulgare endornavirus;dsRNA;4002.0
559;PV003bgi;Cucumis melo;3656;IJGMV;NC_018833;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 6;Potyviridae;Iranian johnsongrass mosaic virus;(+)ssRNA;128.0
560;PV015bgi;Cucumis melo;3656;IJGMV;NC_018833;Crop;21 - field;M2;Villaconejos;-3.50304;40.050578;['16/7/15'];Potyvirus 6;Potyviridae;Iranian johnsongrass mosaic virus;(+)ssRNA;128.0
561;PV021bgi;Cucumis melo;3656;IJGMV;NC_018833;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Potyvirus 6;Potyviridae;Iranian johnsongrass mosaic virus;(+)ssRNA;128.0
562;PV030;Milium vernale;368341;IJGMV;NC_018833;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Potyvirus 6;Potyviridae;Iranian johnsongrass mosaic virus;(+)ssRNA;128.0
563;PV198;Brachypodium retusum;52142;IJGMV;NC_018833;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 6;Potyviridae;Iranian johnsongrass mosaic virus;(+)ssRNA;128.0
564;PV233;Phalaris minor;222563;IJGMV;NC_018833;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Potyvirus 6;Potyviridae;Iranian johnsongrass mosaic virus;(+)ssRNA;128.0
565;PV059;Tragopogon sp;;IYMoV1;NC_029691;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['31/5/16', '3/5/17'];Polerovirus 13;Luteoviridae;Ixeridium yellow mottle virus 1;(+)ssRNA;354.0
566;PV159;Carduus bourgeanus;1338475;IYMoV1;NC_029691;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Polerovirus 13;Luteoviridae;Ixeridium yellow mottle virus 1;(+)ssRNA;354.0
567;PV165;Anchusa undulata;256482;IYMoV1;NC_029691;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 13;Luteoviridae;Ixeridium yellow mottle virus 1;(+)ssRNA;354.0
568;PV172;Picris echioides;174463;IYMoV1;NC_029691;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 13;Luteoviridae;Ixeridium yellow mottle virus 1;(+)ssRNA;354.0
569;PV059;Tragopogon sp;;IYMoV2;NC_034243;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['31/5/16', '3/5/17'];Polerovirus 14;Luteoviridae;Ixeridium yellow mottle virus 2;(+)ssRNA;2956.0
570;PV170;Lactuca serriola;75943;IYMoV2;NC_034243;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 14;Luteoviridae;Ixeridium yellow mottle virus 2;(+)ssRNA;2956.0
571;PV143;Diplotaxis erucoides;3732;JGMV;NC_003606;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 7;Potyviridae;Johnsongrass mosaic virus;(+)ssRNA;6.0
572;PV164;Sonchus oleraceus;50207;LBVaV;NC_011568;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Varicosavirus 1;Rhabdoviridae;Lettuce big-vein associated virus RNA 2;(-)ssRNA;32.0
573;PV046;Carduus bourgeanus;1338475;LLDAV;NC_010737;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Caulimovirus 2;Caulimoviridae;Lamium leaf distortion associated virus;dsDNA;4.0
574;PV213;Carduus bourgeanus;1338475;LLDAV;NC_010737;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Caulimovirus 2;Caulimoviridae;Lamium leaf distortion associated virus;dsDNA;4.0
575;PV143;Diplotaxis erucoides;3732;LMV;NC_003605;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Potyvirus 8;Potyviridae;Lettuce mosaic virus;(+)ssRNA;8.0
576;PV029;Picris echioides;174463;LYMoV;NC_011532;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Varicosavirus 2;Rhabdoviridae;Lettuce yellow mottle virus;(-)ssRNA;2702.0
577;PV164;Sonchus oleraceus;50207;LYMoV;NC_011532;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Varicosavirus 2;Rhabdoviridae;Lettuce yellow mottle virus;(-)ssRNA;2702.0
578;PV168;Conyza canadensis;72917;LYMoV;NC_011532;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Varicosavirus 2;Rhabdoviridae;Lettuce yellow mottle virus;(-)ssRNA;2702.0
579;PV169;Galium verum;462873;LYMoV;NC_011532;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Varicosavirus 2;Rhabdoviridae;Lettuce yellow mottle virus;(-)ssRNA;2702.0
580;PV186;Sonchus oleraceus;50207;LYMoV;NC_011532;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Varicosavirus 2;Rhabdoviridae;Lettuce yellow mottle virus;(-)ssRNA;2702.0
581;PV143;Diplotaxis erucoides;3732;MABYV;NC_010809;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
582;PV156;Hirschfeldia incana;71354;MABYV;NC_010809;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
583;PV165;Anchusa undulata;256482;MABYV;NC_010809;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
584;PV170;Lactuca serriola;75943;MABYV;NC_010809;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
585;PV172;Picris echioides;174463;MABYV;NC_010809;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
586;PV184;Silybum marianum;92921;MABYV;NC_010809;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
587;PV212;Amaranthus sp;;MABYV;NC_010809;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
588;PV224;Vicia sp;;MABYV;NC_010809;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
589;PV498;Rubia peregrina;29801;MABYV;NC_010809;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
590;PV538;Brassica oleracea;3712;MABYV;NC_010809;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
591;PV556;Brassica oleracea;3712;MABYV;NC_010809;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Polerovirus 15;Luteoviridae;Melon aphid-borne yellows virus;(+)ssRNA;692.0
592;PV028;Rubia peregrina;29801;MDMV;NC_003377;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
593;PV030;Milium vernale;368341;MDMV;NC_003377;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
594;PV031;Convolvulus arvensis;4123;MDMV;NC_003377;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
595;PV034;Brachypodium retusum;52142;MDMV;NC_003377;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
596;PV051;Lotus corniculatus;47247;MDMV;NC_003377;Oak;11 - forest or woodland;Q4;Mondéjar;-3.137145;40.345348;['31/5/16', '3/5/17'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
597;PV096;Milium vernale;368341;MDMV;NC_003377;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
598;PV196;Amaranthus sp;;MDMV;NC_003377;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
599;PV197;Anthriscus caucalis;54826;MDMV;NC_003377;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Potyvirus 9;Potyviridae;Maize dwarf mosaic virus;(+)ssRNA;27734.0
